uf;br;municipio;mes;dia_semana;fase_dia;causa_acidente;tipo_acidente;condicao_metereologica;tipo_pista;tracado_via;uso_solo;acidente_fatal
MG;40;TRES MARIAS;1;segunda-feira;Pleno dia;Ingestão de álcool pelo condutor;Colisão lateral mesmo sentido;Céu Claro;Simples;Reta;Não;false
TO;153;FORTALEZA DO TABOCAO;1;segunda-feira;Plena Noite;Reação tardia ou ineficiente do condutor;Capotamento;Céu Claro;Simples;Reta;Sim;false
RN;304;MOSSORO;1;terça-feira;Pleno dia;Condutor deixou de manter distância do veículo da frente;Colisão transversal;Céu Claro;Simples;Reta;Sim;false
AL;101;JEQUIA DA PRAIA;1;terça-feira;Pleno dia;Velocidade Incompatível;Tombamento;Céu Claro;Dupla;"Declive;Curva";Não;false
SP;116;LORENA;1;terça-feira;Pleno dia;Condutor Dormindo;Colisão traseira;Céu Claro;Dupla;Reta;Sim;false
SC;470;APIUNA;1;terça-feira;Pleno dia;Ingestão de álcool pelo condutor;Colisão lateral sentido oposto;Céu Claro;Simples;Reta;Não;false
ES;393;CACHOEIRO DE ITAPEMIRIM;1;terça-feira;Pleno dia;Ausência de reação do condutor;Colisão traseira;Céu Claro;Simples;Reta;Sim;false
BA;116;RAFAEL JAMBEIRO;1;terça-feira;Pleno dia;Acessar a via sem observar a presença dos outros veículos;Colisão traseira;Céu Claro;Dupla;Reta;Não;false
MG;50;UBERABA;1;terça-feira;Pleno dia;Reação tardia ou ineficiente do condutor;Colisão lateral mesmo sentido;Nublado;Dupla;Reta;Não;false
MG;381;JOAO MONLEVADE;1;terça-feira;Pleno dia;Ausência de reação do condutor;Colisão traseira;Garoa/Chuvisco;Simples;"Curva;Declive";Não;false
RS;116;PELOTAS;1;terça-feira;Pleno dia;Demais falhas mecânicas ou elétricas;Incêndio;Sol;Dupla;Reta;Não;false
PA;163;ALTAMIRA;1;terça-feira;Pleno dia;Objeto estático sobre o leito carroçável;Colisão com objeto;Sol;Simples;Reta;Não;false
RS;386;TIO HUGO;1;terça-feira;Pleno dia;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Céu Claro;Simples;Reta;Não;false
SP;116;GUARULHOS;1;terça-feira;Pleno dia;Transtornos Mentais (exceto suicidio);Queda de ocupante de veículo;Céu Claro;Múltipla;"Reta;Em Obras";Não;false
RO;319;PORTO VELHO;1;terça-feira;Pleno dia;Suicídio (presumido);Atropelamento de Pedestre;Nublado;Dupla;Reta;Sim;true
BA;116;TUCANO;1;terça-feira;Pleno dia;Transitar na contramão;Colisão frontal;Céu Claro;Simples;Reta;Não;true
RJ;101;RIO DE JANEIRO;1;terça-feira;Pleno dia;Ausência de reação do condutor;Colisão transversal;Céu Claro;Múltipla;"Retorno Regulamentado;Reta";Não;false
PR;277;GUARAPUAVA;1;terça-feira;Pleno dia;Ultrapassagem Indevida;Colisão frontal;Sol;Simples;"Aclive;Reta";Não;false
RS;285;SANTO ANTONIO DAS MISSOES;1;terça-feira;Pleno dia;Manobra de mudança de faixa;Colisão lateral sentido oposto;Céu Claro;Simples;Reta;Não;false
PR;476;BOCAIUVA DO SUL;1;sábado;Plena Noite;Demais falhas mecânicas ou elétricas;Incêndio;Nublado;Simples;Curva;Não;false
RS;116;SAO MARCOS;1;terça-feira;Pleno dia;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Céu Claro;Simples;"Curva;Aclive";Sim;false
MG;116;TEOFILO OTONI;1;terça-feira;Pleno dia;Faixas de trânsito com largura insuficiente;Colisão lateral mesmo sentido;Nublado;Dupla;Reta;Sim;false
SC;282;FLORIANOPOLIS;1;terça-feira;Pleno dia;Conversão proibida;Colisão lateral mesmo sentido;Nublado;Múltipla;Reta;Sim;false
RS;116;SAPUCAIA DO SUL;1;terça-feira;Pleno dia;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Céu Claro;Dupla;Reta;Sim;false
BA;101;TEODORO SAMPAIO;1;terça-feira;Pleno dia;Frear bruscamente;Saída de leito carroçável;Céu Claro;Simples;"Reta;Declive";Não;false
PR;277;GUARANIACU;1;terça-feira;Pleno dia;Transitar na contramão;Colisão frontal;Sol;Simples;"Curva;Aclive";Não;false
PI;343;AMARANTE;1;terça-feira;Pleno dia;Demais falhas mecânicas ou elétricas;Colisão com objeto;Céu Claro;Simples;"Aclive;Reta";Não;false
BA;101;EUNAPOLIS;1;terça-feira;Pleno dia;Pista Escorregadia;Saída de leito carroçável;Garoa/Chuvisco;Simples;"Curva;Declive";Não;false
PE;101;JABOATAO DOS GUARARAPES;1;terça-feira;Anoitecer;Trafegar com motocicleta (ou similar) entre as faixas;Colisão lateral mesmo sentido;Céu Claro;Dupla;Reta;Sim;true
BA;101;TEIXEIRA DE FREITAS;1;terça-feira;Plena Noite;Pedestre andava na pista;Atropelamento de Pedestre;Nublado;Simples;Reta;Não;true
MT;163;VERA;1;terça-feira;Anoitecer;Manobra de mudança de faixa;Colisão frontal;Chuva;Simples;Reta;Não;true
MG;262;UBERABA;1;terça-feira;Pleno dia;Ausência de reação do condutor;Colisão transversal;Chuva;Simples;"Curva;Declive";Não;false
PA;230;ALTAMIRA;1;terça-feira;Plena Noite;Reação tardia ou ineficiente do condutor;Colisão lateral sentido oposto;Céu Claro;Simples;Reta;Não;false
SP;116;GUARULHOS;1;terça-feira;Plena Noite;Manobra de mudança de faixa;Colisão lateral mesmo sentido;Céu Claro;Múltipla;"Reta;Em Obras";Sim;false
RO;364;JARU;1;terça-feira;Anoitecer;Retorno proibido;Colisão lateral mesmo sentido;Nublado;Simples;"Aclive;Retorno Regulamentado;Curva";Não;false
SP;116;JACAREI;1;terça-feira;Plena Noite;Reação tardia ou ineficiente do condutor;Colisão traseira;Céu Claro;Dupla;Aclive;Não;false
SC;101;GARUVA;1;terça-feira;Plena Noite;Demais falhas mecânicas ou elétricas;Incêndio;Chuva;Dupla;"Reta;Aclive";Não;false
MG;116;ALEM PARAIBA;1;terça-feira;Plena Noite;Velocidade Incompatível;Saída de leito carroçável;Chuva;Simples;"Curva;Declive";Não;false
PR;277;SAO JOSE DOS PINHAIS;1;terça-feira;Plena Noite;Reação tardia ou ineficiente do condutor;Colisão lateral mesmo sentido;Nublado;Dupla;Viaduto;Não;false
RS;386;NOVA SANTA RITA;1;quarta-feira;Pleno dia;Manobra de mudança de faixa;Colisão lateral mesmo sentido;Céu Claro;Dupla;"Declive;Reta;Ponte";Não;false
RS;386;SARANDI;1;quarta-feira;Pleno dia;Reação tardia ou ineficiente do condutor;Tombamento;Céu Claro;Simples;Curva;Não;false
SC;101;ITAPEMA;1;quarta-feira;Pleno dia;Reação tardia ou ineficiente do condutor;Tombamento;Garoa/Chuvisco;Dupla;Reta;Sim;false
SC;101;JOINVILLE;1;quarta-feira;Pleno dia;Velocidade Incompatível;Colisão traseira;Garoa/Chuvisco;Dupla;Curva;Sim;false
SE;101;NOSSA SENHORA DO SOCORRO;1;quarta-feira;Pleno dia;Acumulo de óleo sobre o pavimento;Tombamento;Céu Claro;Simples;Reta;Sim;false
MG;116;INHAPIM;1;quarta-feira;Pleno dia;Mal súbito do condutor;Colisão lateral sentido oposto;Céu Claro;Simples;"Reta;Aclive";Não;false
MT;364;VARZEA GRANDE;1;quarta-feira;Pleno dia;Mal súbito do condutor;Saída de leito carroçável;Céu Claro;Dupla;Interseção de Vias;Sim;false
PR;369;ROLANDIA;1;quarta-feira;Pleno dia;Demais falhas na via;Colisão traseira;Céu Claro;Simples;Reta;Sim;false
SC;101;PALHOCA;1;quarta-feira;Pleno dia;Chuva;Colisão com objeto;Garoa/Chuvisco;Dupla;Curva;Não;false
PI;343;TERESINA;1;quarta-feira;Pleno dia;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Céu Claro;Dupla;Reta;Sim;true
MG;116;ENGENHEIRO CALDAS;1;quarta-feira;Amanhecer;Acessar a via sem observar a presença dos outros veículos;Saída de leito carroçável;Ignorado;Simples;Reta;Não;false
RS;386;SAO JOSE DAS MISSOES;1;quarta-feira;Pleno dia;Ausência de reação do condutor;Colisão traseira;Céu Claro;Simples;Curva;Não;false
PR;376;GUARATUBA;1;quarta-feira;Pleno dia;Ausência de reação do condutor;Atropelamento de Pedestre;Garoa/Chuvisco;Dupla;Reta;Não;false
PI;343;PIRIPIRI;1;quarta-feira;Pleno dia;Ultrapassagem Indevida;Colisão lateral mesmo sentido;Céu Claro;Simples;Reta;Não;false
MG;146;POCOS DE CALDAS;1;quarta-feira;Pleno dia;Velocidade Incompatível;Tombamento;Céu Claro;Simples;"Curva;Declive";Não;false
SP;116;CAJATI;1;quarta-feira;Pleno dia;Velocidade Incompatível;Tombamento;Garoa/Chuvisco;Dupla;"Curva;Declive";Não;false
MG;251;FRANCISCO SA;1;quarta-feira;Pleno dia;Chuva;Saída de leito carroçável;Chuva;Simples;"Declive;Reta";Não;false
RS;116;SAPUCAIA DO SUL;1;quarta-feira;Pleno dia;Demais falhas mecânicas ou elétricas;Queda de ocupante de veículo;Céu Claro;Dupla;"Viaduto;Declive;Reta";Sim;false
SC;101;BALNEARIO PICARRAS;1;quarta-feira;Pleno dia;Condutor deixou de manter distância do veículo da frente;Engavetamento;Nublado;Dupla;"Declive;Reta";Não;false
PR;277;PRUDENTOPOLIS;1;quarta-feira;Pleno dia;Ausência de reação do condutor;Tombamento;Céu Claro;Simples;"Aclive;Curva";Não;true
PB;230;CABEDELO;1;quarta-feira;Pleno dia;Acostamento em desnível;Eventos atípicos;Céu Claro;Dupla;"Em Obras;Reta";Sim;false
MG;40;CAETANOPOLIS;1;quarta-feira;Pleno dia;Velocidade Incompatível;Saída de leito carroçável;Garoa/Chuvisco;Dupla;Curva;Sim;false
ES;101;SAO MATEUS;1;quarta-feira;Pleno dia;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Céu Claro;Simples;"Aclive;Reta";Não;false
MG;40;RIBEIRAO DAS NEVES;1;quarta-feira;Pleno dia;Ausência de reação do condutor;Colisão traseira;Chuva;Dupla;"Reta;Declive";Não;false
SE;101;NOSSA SENHORA DO SOCORRO;1;quarta-feira;Pleno dia;Mal súbito do condutor;Colisão com objeto;Céu Claro;Simples;Reta;Não;false
PE;428;PETROLINA;1;quarta-feira;Pleno dia;Velocidade Incompatível;Colisão com objeto;Nublado;Dupla;Reta;Sim;false
SP;116;GUARULHOS;1;quarta-feira;Pleno dia;Manobra de mudança de faixa;Colisão traseira;Nublado;Múltipla;"Em Obras;Reta;Declive";Sim;false
SC;101;ITAJAI;1;quarta-feira;Pleno dia;Trafegar com motocicleta (ou similar) entre as faixas;Colisão traseira;Nublado;Dupla;Curva;Sim;true
GO;153;PROFESSOR JAMIL;1;quarta-feira;Pleno dia;Acumulo de água sobre o pavimento;Saída de leito carroçável;Chuva;Dupla;"Reta;Declive";Não;false
PB;230;CABEDELO;1;quarta-feira;Pleno dia;Pedestre cruzava a pista fora da faixa;Atropelamento de Pedestre;Céu Claro;Dupla;"Reta;Em Obras";Sim;false
SP;116;REGISTRO;1;quarta-feira;Pleno dia;Chuva;Saída de leito carroçável;Chuva;Dupla;Reta;Não;false
RS;158;CRUZ ALTA;1;quarta-feira;Pleno dia;Demais falhas mecânicas ou elétricas;Saída de leito carroçável;Céu Claro;Simples;Reta;Não;false
PA;230;MARABA;1;quarta-feira;Pleno dia;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Chuva;Simples;Aclive;Sim;false
MT;364;NOBRES;1;quarta-feira;Anoitecer;Frear bruscamente;Saída de leito carroçável;Chuva;Dupla;Reta;Não;false
RJ;101;MANGARATIBA;1;quarta-feira;Pleno dia;Velocidade Incompatível;Tombamento;Chuva;Simples;Curva;Não;false
PI;316;TERESINA;1;quarta-feira;Pleno dia;Demais falhas mecânicas ou elétricas;Colisão transversal;Nublado;Simples;Aclive;Sim;false
SC;116;SAO CRISTOVAO DO SUL;1;quarta-feira;Anoitecer;Reação tardia ou ineficiente do condutor;Tombamento;Nublado;Simples;Rotatória;Não;false
MG;40;FELIXLANDIA;1;quarta-feira;Pleno dia;Carga excessiva e/ou mal acondicionada;Colisão com objeto;Chuva;Simples;Reta;Não;false
TO;153;ARAGUAINA;1;quarta-feira;Pleno dia;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Céu Claro;Dupla;Rotatória;Sim;false
SC;280;ARAQUARI;1;quarta-feira;Pleno dia;Trafegar com motocicleta (ou similar) entre as faixas;Colisão transversal;Nublado;Simples;Reta;Sim;false
BA;101;PEDRAO;1;quarta-feira;Anoitecer;Ausência de reação do condutor;Tombamento;Céu Claro;Simples;"Reta;Declive";Não;false
MG;40;PARAOPEBA;1;quarta-feira;Plena Noite;Manobra de mudança de faixa;Colisão lateral mesmo sentido;Chuva;Dupla;"Reta;Ponte;Declive";Não;false
PR;376;CURITIBA;1;quarta-feira;Plena Noite;Condutor deixou de manter distância do veículo da frente;Colisão lateral mesmo sentido;Nublado;Dupla;Reta;Não;false
PR;476;PAULO FRONTIN;1;quarta-feira;Plena Noite;Ausência de reação do condutor;Colisão frontal;Chuva;Simples;Reta;Não;true
MG;381;CARMOPOLIS DE MINAS;1;quarta-feira;Plena Noite;Ausência de reação do condutor;Colisão lateral mesmo sentido;Nublado;Dupla;Reta;Não;false
SC;280;ARAQUARI;1;quarta-feira;Plena Noite;Reação tardia ou ineficiente do condutor;Colisão transversal;Nublado;Simples;Rotatória;Sim;true
PA;230;SAO JOAO DO ARAGUAIA;1;quarta-feira;Plena Noite;Transitar na contramão;Colisão lateral sentido oposto;Céu Claro;Simples;Reta;Sim;false
MT;70;BARRA DO GARCAS;1;quarta-feira;Plena Noite;Condutor Dormindo;Capotamento;Nublado;Simples;Reta;Não;false
GO;452;RIO VERDE;1;quarta-feira;Plena Noite;Ingestão de álcool pelo condutor;Colisão traseira;Nublado;Simples;Reta;Não;false
RJ;116;GUAPIMIRIM;1;quarta-feira;Pleno dia;Avarias e/ou desgaste excessivo no pneu;Colisão frontal;Chuva;Simples;Curva;Não;false
MT;163;GUARANTA DO NORTE;1;quarta-feira;Plena Noite;Reação tardia ou ineficiente do condutor;Saída de leito carroçável;Chuva;Simples;"Curva;Declive";Não;false
BA;116;ARACI;1;quarta-feira;Plena Noite;Transitar na contramão;Colisão transversal;Céu Claro;Simples;"Reta;Aclive";Não;true
SP;116;SAO PAULO;1;quinta-feira;Plena Noite;Pedestre cruzava a pista fora da faixa;Atropelamento de Pedestre;Nublado;Múltipla;Reta;Sim;true
RJ;493;ITABORAI;1;quarta-feira;Plena Noite;Reação tardia ou ineficiente do condutor;Colisão traseira;Chuva;Simples;Reta;Sim;true
SC;101;SOMBRIO;1;quarta-feira;Plena Noite;Pedestre andava na pista;Atropelamento de Pedestre;Nublado;Múltipla;Reta;Não;true
RS;290;BUTIA;1;quinta-feira;Plena Noite;Transitar na contramão;Colisão lateral sentido oposto;Céu Claro;Simples;Reta;Não;false
SP;116;MIRACATU;1;quinta-feira;Plena Noite;Condutor Dormindo;Tombamento;Garoa/Chuvisco;Dupla;Curva;Não;false
PR;277;FOZ DO IGUACU;1;quinta-feira;Plena Noite;Velocidade Incompatível;Saída de leito carroçável;Céu Claro;Dupla;Reta;Sim;false
PR;116;ANTONINA;1;quinta-feira;Amanhecer;Ausência de reação do condutor;Colisão traseira;Garoa/Chuvisco;Dupla;Reta;Não;false
MT;70;CACERES;1;quinta-feira;Plena Noite;Ausência de reação do condutor;Colisão traseira;Nublado;Simples;Reta;Não;false
MG;251;SALINAS;1;quinta-feira;Plena Noite;Reação tardia ou ineficiente do condutor;Colisão traseira;Garoa/Chuvisco;Simples;"Declive;Reta";Não;false
SP;116;GUARULHOS;1;quinta-feira;Amanhecer;Reação tardia ou ineficiente do condutor;Colisão traseira;Nublado;Dupla;Reta;Sim;false
SC;470;SAO CRISTOVAO DO SUL;1;quinta-feira;Amanhecer;Reação tardia ou ineficiente do condutor;Colisão lateral sentido oposto;Garoa/Chuvisco;Simples;"Curva;Declive";Não;false
RS;285;SANTO ANTONIO DAS MISSOES;1;quarta-feira;Plena Noite;Demais falhas mecânicas ou elétricas;Incêndio;Céu Claro;Simples;Reta;Não;false
RS;293;CAPAO DO LEAO;1;quinta-feira;Amanhecer;Demais falhas mecânicas ou elétricas;Incêndio;Sol;Simples;Aclive;Não;false
RJ;116;SAO JOAO DE MERITI;1;quinta-feira;Plena Noite;Pedestre andava na pista;Atropelamento de Pedestre;Chuva;Dupla;Reta;Sim;true
SP;116;MIRACATU;1;quinta-feira;Pleno dia;Ausência de reação do condutor;Saída de leito carroçável;Chuva;Dupla;Curva;Não;false
MG;381;CONTAGEM;1;quinta-feira;Pleno dia;Condutor deixou de manter distância do veículo da frente;Engavetamento;Céu Claro;Múltipla;Curva;Sim;false
PR;369;CORNELIO PROCOPIO;1;quinta-feira;Pleno dia;Reação tardia ou ineficiente do condutor;Colisão lateral mesmo sentido;Céu Claro;Dupla;"Declive;Curva";Não;false
MG;381;CARMO DA CACHOEIRA;1;quinta-feira;Amanhecer;Condutor Dormindo;Colisão lateral mesmo sentido;Céu Claro;Dupla;"Aclive;Reta";Não;false
RJ;116;QUEIMADOS;1;quinta-feira;Pleno dia;Ausência de reação do condutor;Colisão traseira;Céu Claro;Múltipla;Reta;Sim;false
BA;101;VEREDA;1;quinta-feira;Pleno dia;Demais falhas mecânicas ou elétricas;Tombamento;Céu Claro;Simples;"Declive;Curva";Não;false
BA;242;MUQUEM DE SAO FRANCISCO;1;quinta-feira;Pleno dia;Pista Escorregadia;Colisão frontal;Garoa/Chuvisco;Simples;Curva;Não;false
PR;158;PATO BRANCO;1;quinta-feira;Pleno dia;Ultrapassagem Indevida;Colisão frontal;Céu Claro;Simples;Curva;Não;false
MG;40;MATIAS BARBOSA;1;quinta-feira;Pleno dia;Ausência de reação do condutor;Colisão traseira;Chuva;Dupla;Reta;Não;false
MA;230;SAO JOAO DOS PATOS;1;quinta-feira;Pleno dia;Transitar na contramão;Colisão frontal;Chuva;Simples;Curva;Não;true
PR;163;TOLEDO;1;quinta-feira;Pleno dia;Ausência de reação do condutor;Saída de leito carroçável;Céu Claro;Dupla;"Declive;Reta";Não;false
MG;381;SAO GONCALO DO RIO ABAIXO;1;quinta-feira;Pleno dia;Pista Escorregadia;Colisão frontal;Chuva;Simples;"Curva;Declive";Não;false
GO;20;FLORES DE GOIAS;1;quinta-feira;Pleno dia;Ultrapassagem Indevida;Colisão frontal;Chuva;Simples;Reta;Não;false
MG;381;ITAGUARA;1;quinta-feira;Pleno dia;Ausência de reação do condutor;Colisão traseira;Chuva;Dupla;"Declive;Reta";Não;false
RJ;101;CAMPOS DOS GOYTACAZES;1;quinta-feira;Pleno dia;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Nublado;Dupla;Reta;Sim;false
MT;364;ROSARIO OESTE;1;quinta-feira;Pleno dia;Chuva;Saída de leito carroçável;Chuva;Simples;"Declive;Reta";Não;false
MG;381;NOVA ERA;1;quinta-feira;Pleno dia;Chuva;Saída de leito carroçável;Chuva;Simples;Curva;Não;false
RS;290;BUTIA;1;quinta-feira;Pleno dia;Ausência de reação do condutor;Engavetamento;Sol;Simples;"Em Obras;Reta";Não;false
PE;101;RECIFE;1;quinta-feira;Pleno dia;Manobra de mudança de faixa;Colisão lateral mesmo sentido;Céu Claro;Dupla;Reta;Sim;false
PR;476;LAPA;1;quinta-feira;Pleno dia;Condutor Dormindo;Saída de leito carroçável;Céu Claro;Simples;Curva;Não;false
MT;163;TERRA NOVA DO NORTE;1;quinta-feira;Pleno dia;Falta de acostamento;Saída de leito carroçável;Garoa/Chuvisco;Simples;Reta;Não;false
GO;158;CAIAPONIA;1;quinta-feira;Pleno dia;Reação tardia ou ineficiente do condutor;Tombamento;Céu Claro;Múltipla;"Curva;Declive";Não;false
RJ;101;RIO DE JANEIRO;1;quinta-feira;Pleno dia;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Nublado;Dupla;Reta;Sim;false
PA;316;SANTA LUZIA DO PARA;1;quinta-feira;Pleno dia;Entrada inopinada do pedestre;Atropelamento de Pedestre;Nublado;Simples;Aclive;Não;true
MG;40;JUIZ DE FORA;1;quinta-feira;Pleno dia;Curva acentuada;Tombamento;Nublado;Dupla;Curva;Não;false
SC;101;ITAJAI;1;quinta-feira;Pleno dia;Condutor deixou de manter distância do veículo da frente;Colisão lateral mesmo sentido;Céu Claro;Múltipla;Reta;Não;false
RS;386;LAJEADO;1;quinta-feira;Pleno dia;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Céu Claro;Dupla;Reta;Sim;false
MS;163;JARAGUARI;1;quinta-feira;Pleno dia;Reação tardia ou ineficiente do condutor;Colisão traseira;Céu Claro;Simples;"Aclive;Reta";Não;false
MS;163;CAMPO GRANDE;1;quinta-feira;Pleno dia;Carga excessiva e/ou mal acondicionada;Derramamento de carga;Céu Claro;Simples;Reta;Sim;false
PR;153;VENTANIA;1;quinta-feira;Pleno dia;Reação tardia ou ineficiente do condutor;Colisão lateral sentido oposto;Garoa/Chuvisco;Simples;Curva;Não;false
RO;364;JI-PARANA;1;quinta-feira;Pleno dia;Ultrapassagem Indevida;Colisão frontal;Céu Claro;Simples;"Declive;Reta";Não;false
MA;135;SAO LUIS;1;quinta-feira;Anoitecer;Demais falhas mecânicas ou elétricas;Colisão com objeto;Nublado;Dupla;"Reta;Declive";Sim;false
RS;386;POUSO NOVO;1;quinta-feira;Pleno dia;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Céu Claro;Simples;Reta;Não;false
PE;407;AFRANIO;1;quinta-feira;Pleno dia;Velocidade Incompatível;Colisão frontal;Chuva;Simples;"Curva;Declive";Não;true
SP;116;CANAS;1;quinta-feira;Pleno dia;Velocidade Incompatível;Engavetamento;Garoa/Chuvisco;Múltipla;Reta;Não;false
RJ;493;SEROPEDICA;1;quinta-feira;Pleno dia;Reação tardia ou ineficiente do condutor;Colisão traseira;Chuva;Dupla;"Retorno Regulamentado;Reta";Não;false
MG;40;OLIVEIRA FORTES;1;quinta-feira;Plena Noite;Demais falhas mecânicas ou elétricas;Tombamento;Chuva;Dupla;Curva;Não;false
PR;369;UBIRATA;1;quinta-feira;Plena Noite;Acesso irregular;Colisão frontal;Céu Claro;Simples;Reta;Sim;false
MG;40;SIMAO PEREIRA;1;quinta-feira;Plena Noite;Curva acentuada;Tombamento;Nublado;Dupla;Curva;Não;false
MG;40;SETE LAGOAS;1;quinta-feira;Plena Noite;Reação tardia ou ineficiente do condutor;Colisão traseira;Nublado;Dupla;"Declive;Reta";Sim;false
SP;116;CAJATI;1;quinta-feira;Plena Noite;Reação tardia ou ineficiente do condutor;Tombamento;Nublado;Dupla;"Aclive;Curva";Não;true
